Linha de Fornecimento,Id,CNPJ,CPF,Nome,Ativo,Recadastrado,Município,UF,Natureza Jurídica,Porte da Empresa,Ramo do Negócio,Unidade Cadastradora,CNAE,CNAE Secundário,Habilitado a Licitar,Número de inscrição,Data de abertura,Endereço eletrônico,Telefone,Nome empresarial,Nome de fantasia,Natureza jurídica API,CNAE API,Logradouro API,Número API,Complemento API,CEP API,Bairro/Distrito API,Município API,UF API
ELEVADORES E ESCADAS ROLANTES,157767,17185679000133,,OTHON DE CARVALHO E CIA LTDA,Sim,,41238: Belo Horizonte,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4679604: COMÉRCIO ATACADISTA ESPECIALIZADO DE MATERIAIS DE CONSTRUÇÃO NÃO ESPECIFICADOS ANTERIORMENTE,,Sim,17.185.679/0001-33MATRIZ,02/02/1948,,31 21033000,OTHON DE CARVALHO E CIA LTDA,,2062 - Sociedade Empresária Limitada,46796 - Comércio atacadista especializado de materiais de construção não especificados anteriormente e de materiais de construção em geral,R DOS TUPIS,1325,,30190062,BARRO PRETO,BELO HORIZONTE,MG
ELEVADORES E ESCADAS ROLANTES,158292,17500224000165,,USIMINAS MECANICA SA,Sim,,41238: Belo Horizonte,MG,48: SOCIEDADE ANÔNIMA FECHADA,2: null,,,2511000: FABRICAÇÃO DE ESTRUTURAS METÁLICAS,,Sim,17.500.224/0001-65MATRIZ,13/12/1971,,31 34999019,USIMINAS MECANICA SA,,2054 - Sociedade Anônima Fechada,25110 - Fabricação de estruturas metálicas,AV DO CONTORNO,6594,SALA  801 C,30110044,SAVASSI,BELO HORIZONTE,MG
ELEVADORES E ESCADAS ROLANTES,158378,17609256000101,,MONTELE - INDUSTRIA DE ELEVADORES LTDA,Sim,,43710: Contagem,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"2822401: FABRICAÇÃO DE MÁQUINAS, EQUIPAMENTOS E APARELHOS PARA TRANSPORTE E ELEVAÇÃO DE PESSOAS, PEÇAS E ACESSÓRIOS",,Sim,17.609.256/0001-01MATRIZ,03/11/1982,CONTABILIDADE@MONTELE.IND.BR,31 21025419 31 21025416,MONTELE - INDUSTRIA DE ELEVADORES LTDA,,2062 - Sociedade Empresária Limitada,"28224 - Fabricação de máquinas, equipamentos e aparelhos para transporte e elevação de cargas e pessoas",R SIMAO ANTONIO,1200,,32371610,CINCAO,CONTAGEM,MG
ELEVADORES E ESCADAS ROLANTES,162951,23252836000189,,ELEVEM LTDA,Sim,,50350: Poços de Caldas,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4329103: INSTALAÇÃO, MANUTENÇÃO E REPARAÇÃO DE ELEVADORES, ESCADAS E ESTEIRAS ROLANTES",,Sim,23.252.836/0001-89MATRIZ,08/05/1987,ELEVEMELEVADORES@HOTMAIL.COM,19 36334646,ELEVEM LTDA,,2062 - Sociedade Empresária Limitada,00000 - Sem informação,R ARISTIDES THOMAZ BALLERINI,125,,37704206,JARDIM IPE,POÇOS DE CALDAS,MG
ELEVADORES E ESCADAS ROLANTES,165959,25995291000126,,MML IND E COM LTDA,Sim,,47554: Lambarí,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"2521700: FABRICAÇÃO DE TANQUES, RESERVATÓRIOS METÁLICOS E CALDEIRAS PARA AQUECIMENTO CENTRAL",,Sim,25.995.291/0001-26MATRIZ,17/08/1989,,35 32714212 35 32711657,MML IND E COM LTDA,MML CALDEIRAS,2062 - Sociedade Empresária Limitada,"25217 - Fabricação de tanques, reservatórios metálicos e caldeiras para aquecimento central",RDV BR 460,373,ETR LAMBARI A CAMB.,37480000,VILA NOVA,LAMBARI,MG
ELEVADORES E ESCADAS ROLANTES,169665,29739737000536,,ELEVADORES OTIS LTDA,Sim,,41238: Belo Horizonte,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4329103: INSTALAÇÃO, MANUTENÇÃO E REPARAÇÃO DE ELEVADORES, ESCADAS E ESTEIRAS ROLANTES",,Sim,29.739.737/0005-36FILIAL,26/02/1982,FISCAL@OTIS.COM,11 43443109,ELEVADORES OTIS LTDA,,2062 - Sociedade Empresária Limitada,00000 - Sem informação,R GONCALO COELHO,63,,31170040,CIDADE NOVA,BELO HORIZONTE,MG
ELEVADORES E ESCADAS ROLANTES,185330,44013159000892,,SIEMENS ENERGY BRASIL LTDA.,Sim,,41238: Belo Horizonte,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4663000: COMÉRCIO ATACADISTA DE MÁQUINAS E EQUIPAMENTOS PARA USO INDUSTRIAL; PARTES E PEÇAS,,Sim,44.013.159/0008-92FILIAL,12/11/1985,TAXENERGY.BR@SIEMENS-ENERGY.COM,11 39085755,SIEMENS ENERGY BRASIL LTDA.,,2062 - Sociedade Empresária Limitada,46630 - Comércio atacadista de máquinas e equipamentos para uso industrial; partes e peças,R PARAIBA,550,ANDAR 9                   SALA  900,30130141,SAVASSI,BELO HORIZONTE,MG
ELEVADORES E ESCADAS ROLANTES,200196,65188195000190,,ORGUEL PLATAFORMAS ELEVATORIAS LTDA,Não,,54259: Vespasiano,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4399104: SERVIÇOS DE OPERAÇÃO E FORNECIMENTO DE EQUIPAMENTOS PARA TRANSPORTE E ELEVAÇÃO DE CARGAS E PESSOAS PARA USO EM OBRAS,,Sim,65.188.195/0001-90MATRIZ,01/03/1991,NFE@ORGUELPLATAFORMAS.COM.BR,31 34917733,ORGUEL PLATAFORMAS ELEVATORIAS LTDA,,2062 - Sociedade Empresária Limitada,00000 - Sem informação,RDV MG 010,S/N,KM: 25;,33200000,ANGICOS,VESPASIANO,MG
ELEVADORES E ESCADAS ROLANTES,200321,65313538000100,,PRESTOBAT LTDA,Sim,,41238: Belo Horizonte,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4693100: COMÉRCIO ATACADISTA DE MERCADORIAS EM GERAL, SEM PREDOMINÂNCIA DE ALIMENTOS OU DE INSUMOS AGROPECUÁRIOS",,Sim,65.313.538/0001-00MATRIZ,09/04/1991,PRESTOBAT@TERRA.COM.BR,31 34810600,PRESTOBAT LTDA,,2062 - Sociedade Empresária Limitada,"46931 - Comércio atacadista de mercadorias em geral, sem predominância de alimentos ou de insumos agropecuários",R ILACIR PEREIRA LIMA,541,,31140540,CIDADE NOVA,BELO HORIZONTE,MG
ELEVADORES E ESCADAS ROLANTES,221516,90347840000703,,TK ELEVADORES BRASIL LTDA,Sim,,41238: Belo Horizonte,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4329103: INSTALAÇÃO, MANUTENÇÃO E REPARAÇÃO DE ELEVADORES, ESCADAS E ESTEIRAS ROLANTES",,Sim,90.347.840/0007-03FILIAL,01/07/1968,DTRI@TKELEVATOR.COM,51 21297200,TK ELEVADORES BRASIL LTDA,,2062 - Sociedade Empresária Limitada,00000 - Sem informação,R BERNARDO GUIMARAES,646,,30140086,FUNCIONARIOS,BELO HORIZONTE,MG
ELEVADORES E ESCADAS ROLANTES,276283,05355323000111,,WORK ELEVADORES LTDA,Sim,,54038: Uberlândia,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4329103: INSTALAÇÃO, MANUTENÇÃO E REPARAÇÃO DE ELEVADORES, ESCADAS E ESTEIRAS ROLANTES",,Sim,05.355.323/0001-11MATRIZ,25/10/2002,,34 92690511,WORK ELEVADORES LTDA,VETTOR ELEVADORES,2062 - Sociedade Empresária Limitada,00000 - Sem informação,R CRUZEIRO DOS PEIXOTOS,595,,38400608,NOSSA SENHORA APARECIDA,UBERLÂNDIA,MG
ELEVADORES E ESCADAS ROLANTES,279994,14544745000126,,NORMA EMPREENDIMENTOS ELETRICOS LTDA,Não,,41238: Belo Horizonte,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"3313999: MANUTENÇÃO E REPARAÇÃO DE MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS NÃO ESPECIFICADOS ANTERIORMENTE",,Sim,,,,,,,,,,,,,,,
ELEVADORES E ESCADAS ROLANTES,306050,90347840006310,,TK ELEVADORES BRASIL LTDA,Sim,,48950: Nova Lima,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4329103: INSTALAÇÃO, MANUTENÇÃO E REPARAÇÃO DE ELEVADORES, ESCADAS E ESTEIRAS ROLANTES",,Sim,90.347.840/0063-10FILIAL,30/11/2010,DTRI@TKELEVATOR.COM,51 21297200,TK ELEVADORES BRASIL LTDA,,2062 - Sociedade Empresária Limitada,00000 - Sem informação,R MINISTRO OROZIMBO NONATO,215,PAVMTO6                   LOTE  0001,34006053,VILA DA SERRA,NOVA LIMA,MG
ELEVADORES E ESCADAS ROLANTES,324916,17561197000130,,MASER EQUIPAMENTOS E SERVICOS LTDA,Não,,41238: Belo Horizonte,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4661300: COMÉRCIO ATACADISTA DE MÁQUINAS, APARELHOS E EQUIPAMENTOS PARA USO AGROPECUÁRIO; PARTES E PEÇAS",,Sim,17.561.197/0001-30MATRIZ,08/02/2013,CONTABILIDADE.GERALDOMENDES@SUPERIG.COM.BR,31 34432150 31 34436922,MASER EQUIPAMENTOS E SERVICOS LTDA,,2062 - Sociedade Empresária Limitada,"46613 - Comércio atacadista de máquinas, aparelhos e equipamentos para uso agropecuário; partes e peças",R ERNESTO AUSTIN,179,LETRA: A;,31060430,BOA VISTA,BELO HORIZONTE,MG
ELEVADORES E ESCADAS ROLANTES,342799,06935508000168,,TECLEV ELEVADORES E SERVICOS LTDA,Sim,,41238: Belo Horizonte,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"2822401: FABRICAÇÃO DE MÁQUINAS, EQUIPAMENTOS E APARELHOS PARA TRANSPORTE E ELEVAÇÃO DE PESSOAS, PEÇAS E ACESSÓRIOS",,Sim,06.935.508/0001-68MATRIZ,29/07/2004,CRISTINA.TECLEV@HOTMAIL.COM,31 33134423 31 99854433,TECLEV ELEVADORES E SERVICOS LTDA,,2062 - Sociedade Empresária Limitada,"28224 - Fabricação de máquinas, equipamentos e aparelhos para transporte e elevação de cargas e pessoas",R JOSE CARLOS MATAMACHADO,483,GALPAO A,30610100,BAIRRO DAS INDUSTRIAS I,BELO HORIZONTE,MG
ELEVADORES E ESCADAS ROLANTES,353260,08462156000104,,FUSYON PRIME COMERCIO DE MERCADORIAS E SERVICOS LTDA,Não,,54070: Unaí,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4639701: COMÉRCIO ATACADISTA DE PRODUTOS ALIMENTÍCIOS EM GERAL,,Sim,08.462.156/0001-04MATRIZ,22/11/2006,ADRIANATUNAI@GMAIL.COM,38 36761610 38 36765005,FUSYON PRIME COMERCIO DE MERCADORIAS E SERVICOS LTDA,FUSION PRIME COMERCIO LTDA,2062 - Sociedade Empresária Limitada,46397 - Comércio atacadista de produtos alimentícios em geral,RDV UNAI BRASILIA KM 08 DIREITA A 02 KM,S/N,,38610000,ZONA RURAL,UNAÍ,MG
ELEVADORES E ESCADAS ROLANTES,374628,90347840006230,,TK ELEVADORES BRASIL LTDA,Sim,,54038: Uberlândia,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4329103: INSTALAÇÃO, MANUTENÇÃO E REPARAÇÃO DE ELEVADORES, ESCADAS E ESTEIRAS ROLANTES",,Sim,90.347.840/0062-30FILIAL,16/11/2010,DTRI@TKELEVATOR.COM,51 21297200,TK ELEVADORES BRASIL LTDA,,2062 - Sociedade Empresária Limitada,00000 - Sem informação,AV SEGISMUNDO PEREIRA,1571,LOJA  1                   LOJA  2,38408170,SANTA MONICA,UBERLÂNDIA,MG
ELEVADORES E ESCADAS ROLANTES,382001,12021018000159,,FABRICIO ALBERT COELHO,Sim,,47635: Lavras,MG,1: EMPRESÁRIO (INDIVIDUAL),2: null,,,9521500: REPARAÇÃO E MANUTENÇÃO DE EQUIPAMENTOS ELETROELETRÔNICOS DE USO PESSOAL E DOMÉSTICO,,Sim,12.021.018/0001-59MATRIZ,31/05/2010,DOMINIOCONTAB@HOTMAIL.COM,35 38263193,FABRICIO ALBERT COELHO,REFRITEC,2135 - Empresário (Individual),00000 - Sem informação,AV EVARISTO GOMES GUERRA,536,LOJA  02,37200000,JARDIM GLORIA,LAVRAS,MG
ELEVADORES E ESCADAS ROLANTES,387054,07468188000146,,CRONOS ELEVADORES LTDA.,Não,,54011: Uberaba,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4329103: INSTALAÇÃO, MANUTENÇÃO E REPARAÇÃO DE ELEVADORES, ESCADAS E ESTEIRAS ROLANTES",,Sim,07.468.188/0001-46MATRIZ,27/06/2005,SENHA@VALORVIRTUAL.COM.BR,34 33148929,CRONOS ELEVADORES LTDA.,,2062 - Sociedade Empresária Limitada,00000 - Sem informação,AV LEOPOLDINO DE OLIVEIRA,333,,38081000,PARQUE DO MIRANTE,UBERABA,MG
ELEVADORES E ESCADAS ROLANTES,390621,90347840003052,,TK ELEVADORES BRASIL LTDA,Sim,,47333: Juiz de Fora,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4329103: INSTALAÇÃO, MANUTENÇÃO E REPARAÇÃO DE ELEVADORES, ESCADAS E ESTEIRAS ROLANTES",,Sim,90.347.840/0030-52FILIAL,20/05/1997,DTRI@THYSSENKRUPPELEVADORES.COM.BR,51 21297550,TK ELEVADORES BRASIL LTDA,,2062 - Sociedade Empresária Limitada,00000 - Sem informação,R FERNANDO LOBO,203,,36016230,CENTRO,JUIZ DE FORA,MG
ELEVADORES E ESCADAS ROLANTES,436488,19749802000127,,M&S COMERCIO DE MATERIAIS INDUSTRIAIS LTDA,Sim,,41238: Belo Horizonte,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4742300: COMÉRCIO VAREJISTA DE MATERIAL ELÉTRICO,,Sim,19.749.802/0001-27MATRIZ,19/02/2014,CONTRATOS@CONTAJUL.COM,31 35675257,M&S COMERCIO DE MATERIAIS INDUSTRIAIS LTDA,M&S SOLUCOES INDUSTRIAIS,2062 - Sociedade Empresária Limitada,47423 - Comércio varejista de material elétrico,R OSMAR COSTA,239,LETRA: A;,31741500,HELIOPOLIS,BELO HORIZONTE,MG
ELEVADORES E ESCADAS ROLANTES,449857,15388132000100,,ELEVADORES & CONSERVADORA ALIANCA LTDA,Sim,,45535: Governador Valadares,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4329103: INSTALAÇÃO, MANUTENÇÃO E REPARAÇÃO DE ELEVADORES, ESCADAS E ESTEIRAS ROLANTES",,Sim,15.388.132/0001-00MATRIZ,18/04/2012,ELEVADOR.ALIANCA@GMAIL.COM,33 32718243,ELEVADORES & CONSERVADORA ALIANCA LTDA,,2062 - Sociedade Empresária Limitada,00000 - Sem informação,R ISRAEL PINHEIRO,4571,,35032180,LOURDES,GOVERNADOR VALADARES,MG
ELEVADORES E ESCADAS ROLANTES,467508,21607601000137,,S.G INDUSTRIA DE ELEVADORES LTDA,Sim,,41238: Belo Horizonte,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"2822401: FABRICAÇÃO DE MÁQUINAS, EQUIPAMENTOS E APARELHOS PARA TRANSPORTE E ELEVAÇÃO DE PESSOAS, PEÇAS E ACESSÓRIOS",,Sim,21.607.601/0001-37MATRIZ,19/03/1990,LUCIANO@SISTECCONTABILIDADE.COM.BR,31 34811009 31 34813432,S.G INDUSTRIA DE ELEVADORES LTDA,,2062 - Sociedade Empresária Limitada,"28224 - Fabricação de máquinas, equipamentos e aparelhos para transporte e elevação de cargas e pessoas",R MAJOR DELFINO DE PAULA,1900,,31255170,SAO FRANCISCO,BELO HORIZONTE,MG
ELEVADORES E ESCADAS ROLANTES,549002,14111321000178,,MG ESCAL LTDA,Sim,,41238: Belo Horizonte,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4329103: INSTALAÇÃO, MANUTENÇÃO E REPARAÇÃO DE ELEVADORES, ESCADAS E ESTEIRAS ROLANTES",,Sim,14.111.321/0001-78MATRIZ,10/08/2011,MARTHA@MGESCAL.COM.BR,31 25260526,MG ESCAL LTDA,,2062 - Sociedade Empresária Limitada,00000 - Sem informação,R TAVARES DE MELO,200,,31150130,CACHOEIRINHA,BELO HORIZONTE,MG
ELEVADORES E ESCADAS ROLANTES,557155,32931261000111,,SERGIO RICARDO BRIGAGAO DE CARVALHO,Não,,47791: Machado,MG,1: EMPRESÁRIO (INDIVIDUAL),2: null,,,4639701: COMÉRCIO ATACADISTA DE PRODUTOS ALIMENTÍCIOS EM GERAL,,Sim,32.931.261/0001-11MATRIZ,01/03/2019,CARVALHO622000@HOTMAIL.COM,35 88773449 35 32955394,SERGIO RICARDO BRIGAGAO DE CARVALHO,SRBC LICITACOES,2135 - Empresário (Individual),46397 - Comércio atacadista de produtos alimentícios em geral,R TENENTE ANTONIO MOREIRA,59,,37750000,CENTRO,MACHADO,MG
ELEVADORES E ESCADAS ROLANTES,557390,07614645000163,,VERTLINE ELEVADORES LTDA,Sim,,26913: Juatuba,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"2822401: FABRICAÇÃO DE MÁQUINAS, EQUIPAMENTOS E APARELHOS PARA TRANSPORTE E ELEVAÇÃO DE PESSOAS, PEÇAS E ACESSÓRIOS",,Sim,07.614.645/0001-63MATRIZ,20/09/2005,FINANCEIRO@VERTLINE.COM.BR,31 35127100,VERTLINE ELEVADORES LTDA,,2062 - Sociedade Empresária Limitada,"28224 - Fabricação de máquinas, equipamentos e aparelhos para transporte e elevação de cargas e pessoas",R PAULO DE FREITAS SANTOS,925,GALPAO1,35675000,DISTRITO INDUSTRIAL III - BOA VISTA,JUATUBA,MG
ELEVADORES E ESCADAS ROLANTES,566508,28796961000173,,LION ELEVADORES LTDA,Sim,,41238: Belo Horizonte,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4329103: INSTALAÇÃO, MANUTENÇÃO E REPARAÇÃO DE ELEVADORES, ESCADAS E ESTEIRAS ROLANTES",,Sim,28.796.961/0001-73MATRIZ,05/10/2017,DANIELLE@ACCOUNTASSESSORIA.COM.BR,31 35649404,LION ELEVADORES LTDA,LION ELEVADORES,2062 - Sociedade Empresária Limitada,00000 - Sem informação,R CONCEICAO DO MATO DENTRO,245,LOJA  10,31310240,OURO PRETO,BELO HORIZONTE,MG
ELEVADORES E ESCADAS ROLANTES,568205,07956465000160,,NM SUPRIMENTOS INDUSTRIAIS LTDA,Sim,,46256: Ipatinga,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4759899: COMÉRCIO VAREJISTA DE OUTROS ARTIGOS DE USO PESSOAL E DOMÉSTICO NÃO ESPECIFICADOS ANTERIORMENTE,,Sim,07.956.465/0001-60MATRIZ,19/04/2006,FINANCEIRO@TRADIPAR.COM.BR,31 36188601,NM SUPRIMENTOS INDUSTRIAIS LTDA,GRUPO NM: TRADIPAR TRADISEG TRADIWELD,2062 - Sociedade Empresária Limitada,47598 - Comércio varejista de artigos de uso doméstico não especificados anteriormente,AV GUIDO MARLIERI,1145,,35164386,JARDIM PANORAMA,IPATINGA,MG
ELEVADORES E ESCADAS ROLANTES,568273,22244956000171,,VACE ENGENHARIA LTDA,Sim,,41238: Belo Horizonte,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"2822401: FABRICAÇÃO DE MÁQUINAS, EQUIPAMENTOS E APARELHOS PARA TRANSPORTE E ELEVAÇÃO DE PESSOAS, PEÇAS E ACESSÓRIOS",,Sim,,,,,,,,,,,,,,,
ELEVADORES E ESCADAS ROLANTES,590219,08815435000104,,IBDT INDUSTRIA METALURGICA E INOVACOES LTDA,Sim,,40797: Araxá,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"2930103: FABRICAÇÃO DE CABINES, CARROCERIAS E REBOQUES PARA OUTROS VEÍCULOS AUTOMOTORES, EXCETO CAMINHÕES E ÔNIBUS",,Sim,08.815.435/0001-04MATRIZ,11/05/2007,DIRETORIA@USINARA.COM.BR,34 92850707,IBDT INDUSTRIA METALURGICA E INOVACOES LTDA,IBDT BRASIL,2062 - Sociedade Empresária Limitada,"29301 - Fabricação de cabines, carrocerias e reboques para veículos automotores",AV JOSE ANANIAS DE AGUIAR,135,,38180500,AMAZONAS,ARAXÁ,MG
ELEVADORES E ESCADAS ROLANTES,591488,23141224000119,,GABRIEL RIBEIRO HERNANDEZ MARTIN,Sim,,47333: Juiz de Fora,MG,1: EMPRESÁRIO (INDIVIDUAL),2: null,,,"5611203: LANCHONETES, CASAS DE CHÁ, DE SUCOS E SIMILARES",,Sim,23.141.224/0001-19MATRIZ,25/08/2015,CONTRATOS@ANCHIETACONTABILIDADE.COM.BR,32 32398530 32 32398509,GABRIEL RIBEIRO HERNANDEZ MARTIN,COM CAFE,2135 - Empresário (Individual),56112 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas,R FERNANDO LOBO,102,SALA  901,36016230,CENTRO,JUIZ DE FORA,MG
ELEVADORES E ESCADAS ROLANTES,598880,26917959000180,,HU CONSERVACAO DE ELEVADORES LTDA,Sim,,54135: Varginha,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4329103: INSTALAÇÃO, MANUTENÇÃO E REPARAÇÃO DE ELEVADORES, ESCADAS E ESTEIRAS ROLANTES",,Sim,26.917.959/0001-80MATRIZ,20/01/2017,ALS.SACRAMENTO@GMAIL.COM,35 34223425 35 88463425,HU CONSERVACAO DE ELEVADORES LTDA,ELEVACON SERVICE LIFTS,2062 - Sociedade Empresária Limitada,00000 - Sem informação,AV RUI BARBOSA,385,SALA  204                 COND  EDIFICIO CYNTHIA,37002140,CENTRO,VARGINHA,MG
ELEVADORES E ESCADAS ROLANTES,621143,27017851000101,,AMANDA REGINA BUGIGA DOS SANTOS,Não,,42099: Camanducaia,MG,1: EMPRESÁRIO (INDIVIDUAL),2: null,,,"2542000: FABRICAÇÃO DE ARTIGOS DE SERRALHERIA, EXCETO ESQUADRIAS",,Sim,27.017.851/0001-01MATRIZ,02/02/2017,CONAASIL@CONAASIL.COM.BR,35 34332740 35 92076902,AMANDA REGINA BUGIGA DOS SANTOS,USILEVER ACESSIBILIDADE,2135 - Empresário (Individual),"25420 - Fabricação de artigos de serralheria, exceto esquadrias",AV RIO BRANCO,461,SALA  02 - FDS,37650000,CENTRO,CAMANDUCAIA,MG
ELEVADORES E ESCADAS ROLANTES,622098,17266263000140,,FEAG - FERRAGENS AGMAR PARA FACHADA LTDA,Sim,,54259: Vespasiano,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,2319200: FABRICAÇÃO DE ARTIGOS DE VIDRO,,Sim,17.266.263/0001-40MATRIZ,27/09/1966,ESMIG@ESMIG.COM.BR,31 34929394,FEAG - FERRAGENS AGMAR PARA FACHADA LTDA,,2062 - Sociedade Empresária Limitada,00000 - Sem informação,AV DOIS,130,B,33203142,PARQUE NORTE,VESPASIANO,MG
ELEVADORES E ESCADAS ROLANTES,635643,90347840007201,,TK ELEVADORES BRASIL LTDA,Sim,,46256: Ipatinga,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4329103: INSTALAÇÃO, MANUTENÇÃO E REPARAÇÃO DE ELEVADORES, ESCADAS E ESTEIRAS ROLANTES",,Sim,90.347.840/0072-01FILIAL,21/07/2015,DTRI@TKELEVATOR.COM,51 21297200,TK ELEVADORES BRASIL LTDA,,2062 - Sociedade Empresária Limitada,00000 - Sem informação,R EUCLIDES DA CUNHA,61,,35162364,CIDADE NOBRE,IPATINGA,MG
ELEVADORES E ESCADAS ROLANTES,635645,90347840007473,,TK ELEVADORES BRASIL LTDA,Sim,,44458: Divinópolis,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,"4329103: INSTALAÇÃO, MANUTENÇÃO E REPARAÇÃO DE ELEVADORES, ESCADAS E ESTEIRAS ROLANTES",,Sim,90.347.840/0074-73FILIAL,04/11/2015,DTRI@TKELEVATOR.COM,51 21297200,TK ELEVADORES BRASIL LTDA,,2062 - Sociedade Empresária Limitada,00000 - Sem informação,R PARAIBA,544,SALA  SALA COMERCIAL 03,35500016,CENTRO,DIVINÓPOLIS,MG
ELEVADORES E ESCADAS ROLANTES,664369,40119130000162,,PANORAMICA ELEVADORES MANUTENCAO E PECAS LTDA,Sim,,41238: Belo Horizonte,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,3321000: INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS INDUSTRIAIS,,Sim,40.119.130/0001-62MATRIZ,15/12/2020,CONTATO@ACTUALCONT.COM.BR,31 25579303,PANORAMICA ELEVADORES MANUTENCAO E PECAS LTDA,,2062 - Sociedade Empresária Limitada,00000 - Sem informação,R BERNARDO GUIMARAES,2462,SALA  2,30140085,SANTO AGOSTINHO,BELO HORIZONTE,MG
ELEVADORES E ESCADAS ROLANTES,698409,07388494000172,,SIMEM ELEVADORES E TECNOLOGIA LTDA,Sim,,41238: Belo Horizonte,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4789099: COMÉRCIO VAREJISTA DE OUTROS PRODUTOS NÃO ESPECIFICADOS ANTERIORMENTE,,Sim,07.388.494/0001-72MATRIZ,06/04/2005,SIMEM@SIMEM.COM.BR,31 32232702,SIMEM ELEVADORES E TECNOLOGIA LTDA,SIMEM - ELEVADORES E TECNOLOGIA,2062 - Sociedade Empresária Limitada,47890 - Comércio varejista de outros produtos novos não especificados anteriormente,AV PROFESSOR SYLVIO DE VASCONCELLOS,105,LETRA A,30350530,SAO BENTO,BELO HORIZONTE,MG
ELEVADORES E ESCADAS ROLANTES,736764,47258301000183,,MULTIMIX SOLUCOES INTEGRADAS LTDA,Sim,,53430: Sete Lagoas,MG,2: SOCIEDADE EMPRESÁRIA LIMITADA,2: null,,,4649499: COMÉRCIO ATACADISTA DE OUTROS EQUIPAMENTOS E ARTIGOS DE USO PESSOAL E DOMÉSTICO NÃO ESPECIFICADOS ANTERIORMENTE,,Sim,47.258.301/0001-83MATRIZ,22/07/2022,MULTIMIXSI@GMAIL.COM,31 71366756,MULTIMIX SOLUCOES INTEGRADAS LTDA,MULTIMIX SOLUCOES INTEGRADAS,2062 - Sociedade Empresária Limitada,47598 - Comércio varejista de artigos de uso doméstico não especificados anteriormente,AV DOUTOR RENATO AZEREDO,1000,SALA  03,35700312,CANAA,SETE LAGOAS,MG
ELEVADORES E ESCADAS ROLANTES,814198,29807509000122,,29.807.509 CRISTIANO FRANCELI,Sim,,49190: Ouro Fino,MG,1: EMPRESÁRIO (INDIVIDUAL),2: null,,,7319002: PROMOÇÃO DE VENDAS,,Sim,,,,,,,,,,,,,,,
ELEVADORES E ESCADAS ROLANTES,835764,22720818000111,,IESAB - INDUSTRIA DE ELEVADORES E SISTEMAS DO BRASIL LTDA,Sim,,41238: Belo Horizonte,MG,19: SOCIEDADE SIMPLES LIMITADA,2: null,,,7112000: SERVIÇOS DE ENGENHARIA,,Sim,22.720.818/0001-11MATRIZ,19/03/2015,IESAB@IESAB.COM.BR,31 32121604,IESAB - INDUSTRIA DE ELEVADORES E SISTEMAS DO BRASIL LTDA,,2240 - Sociedade Simples Limitada,71120 - Serviços de engenharia,R PADRE GERALDO BROCHADO,45,,30590470,BAIRRO DAS INDUSTRIAS II,BELO HORIZONTE,MG
